id,authors,description,number,rubygem_id,built_at,updated_at,summary,platform,created_at,indexed,prerelease,position,latest,full_name,licenses,size,requirements,required_ruby_version,sha256,metadata,required_rubygems_version,yanked_at,info_checksum,yanked_info_checksum,pusher_id,canonical_number,cert_chain,pusher_api_key_id,gem_platform,gem_full_name,spec_sha256
1850000,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service CDWDORIS.",3.0.1006,215557,2025-02-25 00:00:00,2025-02-25 20:54:05.870574,Tencent Cloud SDK for Ruby - CDWDORIS,ruby,2025-02-25 20:54:05.263768,t,f,4,f,tencentcloud-sdk-cdwdoris-3.0.1006,"---
- Apache-2.0
",41472,"--- []
",>= 0,zlPnBz//aLhTJd4eppY6UVB33dZjB1UR6x6laVHp+X4=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-cdwdoris""",>= 0,,2f7b9e94db2bafe72a186d92d7db9a73,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-cdwdoris-3.0.1006,r7IemmqzD/pTjqz8ebrUl3f14kkgUv4B6pmfHqoXlik=
1850001,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service MARKET.",3.0.1006,203795,2025-02-25 00:00:00,2025-02-25 20:54:08.849629,Tencent Cloud SDK for Ruby - MARKET,ruby,2025-02-25 20:54:07.784875,t,f,4,f,tencentcloud-sdk-market-3.0.1006,"---
- Apache-2.0
",6656,"--- []
",>= 0,LTMVBcF04x/JPG7v25SBw3miLgcn56Dc6/E/UxI4DEk=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-market""",>= 0,,c89ef90de97f4cd1b8434e532fcb46ed,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-market-3.0.1006,2f0YzNJvg0aS1BgFVrVCfeefd7R4UHxBNsUPfhZpvoo=
1850002,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service NPP.",3.0.1006,203742,2025-02-25 00:00:00,2025-02-25 20:54:11.480488,Tencent Cloud SDK for Ruby - NPP,ruby,2025-02-25 20:54:10.431542,t,f,4,f,tencentcloud-sdk-npp-3.0.1006,"---
- Apache-2.0
",12800,"--- []
",>= 0,5w3Ed676SCJCkC22Be8kaXgCD9XaQp4zvqpKlaBq9Lc=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-npp""",>= 0,,57c981aaa998cf65428aebe8a5bc3b7a,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-npp-3.0.1006,vAu3JcUbgMhOcKlYHk+27NaFRn4QwODsV1PpwVTBxDU=
1850003,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service CII.",3.0.1006,203755,2025-02-25 00:00:00,2025-02-25 20:54:14.190732,Tencent Cloud SDK for Ruby - CII,ruby,2025-02-25 20:54:13.022631,t,f,4,f,tencentcloud-sdk-cii-3.0.1006,"---
- Apache-2.0
",16384,"--- []
",>= 0,jZtWsxkPTDULiCEN5UNMJMkugqijqWbhm68NoHk2wok=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-cii""",>= 0,,e284e46f50128015fa837aeb596d2ae4,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-cii-3.0.1006,2kPyZp/ZdsBPROXlmzmio1c7KJBQ3gyvKKu5CjooWRs=
1850004,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service VTC.",3.0.1006,230192,2025-02-25 00:00:00,2025-02-25 20:54:16.610926,Tencent Cloud SDK for Ruby - VTC,ruby,2025-02-25 20:54:15.868099,t,f,4,f,tencentcloud-sdk-vtc-3.0.1006,"---
- Apache-2.0
",9216,"--- []
",>= 0,9xGPHhW3WQtQr+Z/zpfDSXoDUZBTZp1hbF/BWw1mhuA=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-vtc""",>= 0,,e6d5206397f12f5fc01fc08e09b36292,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-vtc-3.0.1006,ZGMDf1Y4nsnizh2YY37eQG5qdb37NVmQY/bukSxuKVU=
1850005,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service YINSUDA.",3.0.1006,207618,2025-02-25 00:00:00,2025-02-25 20:54:18.977069,Tencent Cloud SDK for Ruby - YINSUDA,ruby,2025-02-25 20:54:18.115152,t,f,4,f,tencentcloud-sdk-yinsuda-3.0.1006,"---
- Apache-2.0
",18944,"--- []
",>= 0,ZbRhDnjaBuQQ4/tShbTAH1YI1aF3iZtzFE+KihsTqZo=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-yinsuda""",>= 0,,4002c145f72f57688cfef315df0793c8,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-yinsuda-3.0.1006,XKMP2GTRarbL/vFTbusSv07Q2h2LSXUnAjQs5zgcJ+U=
1850006,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service IG.",3.0.1006,232641,2025-02-25 00:00:00,2025-02-25 20:54:21.14174,Tencent Cloud SDK for Ruby - IG,ruby,2025-02-25 20:54:20.564401,t,f,4,f,tencentcloud-sdk-ig-3.0.1006,"---
- Apache-2.0
",6144,"--- []
",>= 0,HdV+S88E5vPenEhRu57FYQ3OZTddMBx8eoFkxn8+LSE=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-ig""",>= 0,,e91c314ec59361c7598177eec42ad536,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-ig-3.0.1006,dAU6dqCM2t3V8Oqe+yxhMu7xKjV0TKYINWnGAo8jjvQ=
1850007,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service AME.",3.0.1006,203726,2025-02-25 00:00:00,2025-02-25 20:54:23.819821,Tencent Cloud SDK for Ruby - AME,ruby,2025-02-25 20:54:22.865915,t,f,4,f,tencentcloud-sdk-ame-3.0.1006,"---
- Apache-2.0
",27648,"--- []
",>= 0,Fchd5dHt/U3IPwloM6RcgOmcci5BsYO+xUkrGwkM6DI=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-ame""",>= 0,,2c41c6d351a835e739eb44302f10d15e,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-ame-3.0.1006,da/GpDUY93DLPvbCBADHnbFP5nJYSxN6ggR+wfBjSaM=
1850008,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service KEEWIDB.",3.0.1006,210959,2025-02-25 00:00:00,2025-02-25 20:54:29.045177,Tencent Cloud SDK for Ruby - KEEWIDB,ruby,2025-02-25 20:54:26.596193,t,f,4,f,tencentcloud-sdk-keewidb-3.0.1006,"---
- Apache-2.0
",31232,"--- []
",>= 0,9RABbNBguC1dj4PBLKfwvNi2SPJVQgDLxgXWMHmkDOg=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-keewidb""",>= 0,,d09ffca9427f476c27de6676c7c0bedd,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-keewidb-3.0.1006,MbUOtsM9piOuc8VSu9UmuK5o0GLdplp9fhDrJNbCIDU=
1850009,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service WSS.",3.0.1006,203743,2025-02-25 00:00:00,2025-02-25 20:54:31.835589,Tencent Cloud SDK for Ruby - WSS,ruby,2025-02-25 20:54:30.76247,t,f,4,f,tencentcloud-sdk-wss-3.0.1006,"---
- Apache-2.0
",8704,"--- []
",>= 0,iUJbA8/QQRGSTFMVm4tvf0bgSjFx7MFOd5F+76kbyqw=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-wss""",>= 0,,0f0ac14639cac0e4f53958a70a21d622,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-wss-3.0.1006,u+o2zudpf2iBPg00kxq6eZ54RTTeGCOTKmfwPbvkK2Y=
